CE appliance,dish washer,electric furnace,electric space heater,fridge,microwave,washer dryer,waste disposal unit,main
45.0,0.0,351.0,1675.0,0.0,4.0,2.5,0.0,6091.83007812
45.0,0.0,351.0,1675.0,0.0,4.0,2.5,0.0,6091.83007812
45.0,0.0,351.0,1675.0,0.0,4.0,2.5,0.0,6091.83007812
45.0,0.0,350.0,1675.0,0.0,5.0,0.0,0.0,6083.12011719
42.5,0.0,351.0,1671.0,0.0,4.0,2.5,0.0,6089.16015625
42.5,0.0,311.0,1674.0,0.0,4.0,0.0,0.0,6106.16992188
42.5,0.0,334.0,1673.0,0.0,3.0,2.5,0.0,6088.97998047
42.5,0.0,353.0,1674.0,0.0,3.0,2.5,0.0,6079.03027344
42.5,0.0,343.0,1674.0,0.0,3.0,2.5,0.0,6083.41015625
45.0,0.0,341.0,1672.0,0.0,4.0,2.5,0.0,6079.06005859
45.0,0.0,336.0,1673.0,0.0,3.0,2.5,0.0,6081.8203125
42.5,0.0,311.0,1676.0,0.0,3.0,2.5,0.0,6093.12988281
45.0,0.0,312.0,1675.0,0.0,3.0,2.5,0.0,6078.3203125
42.5,0.0,307.0,1671.0,0.0,3.0,0.0,0.0,6079.99023438
45.0,0.0,309.0,1671.0,0.0,4.0,0.0,0.0,6073.75
42.5,0.0,356.0,1671.0,0.0,4.0,0.0,0.0,6082.86035156
42.5,0.0,345.0,1669.0,0.0,4.0,2.5,0.0,6182.49023438
45.0,0.0,306.0,1669.0,0.0,4.0,2.5,0.0,6180.81005859
45.0,0.0,311.0,1666.0,0.0,3.0,0.0,0.0,6171.19042969
45.0,0.0,311.0,1666.0,0.0,3.0,0.0,0.0,6171.19042969
45.0,0.0,311.0,1666.0,0.0,3.0,0.0,0.0,6171.19042969
45.0,0.0,317.0,1668.0,0.0,3.0,0.0,0.0,6168.91015625
45.0,0.0,314.0,1665.0,0.0,4.0,2.5,0.0,6171.54003906
45.0,0.0,307.0,1671.0,0.0,3.0,2.5,0.0,6174.02001953
45.0,0.0,310.0,1667.0,0.0,3.0,2.5,0.0,6169.91992188
45.0,0.0,301.0,1665.0,0.0,4.0,0.0,0.0,6171.37011719
45.0,0.0,296.0,1668.0,0.0,3.0,0.0,0.0,6177.64013672
45.0,0.0,300.0,1668.0,0.0,4.0,0.0,0.0,6174.12011719
45.0,0.0,312.0,1662.0,0.0,4.0,0.0,0.0,6155.12988281
45.0,0.0,311.0,1666.0,0.0,4.0,0.0,0.0,6171.49023438
45.0,0.0,315.0,1665.0,0.0,4.0,0.0,0.0,6171.45019531
45.0,0.0,310.0,1670.0,0.0,3.0,0.0,0.0,6069.81005859
45.0,0.0,311.0,1670.0,0.0,3.0,0.0,0.0,6056.87988281
45.0,0.0,299.0,1670.0,0.0,3.0,0.0,0.0,6061.4296875
45.0,0.0,293.0,1674.0,0.0,3.0,0.0,0.0,6062.62011719
47.5,0.0,296.0,1671.0,0.0,3.0,0.0,0.0,6063.60009766
45.0,0.0,326.0,1675.0,0.0,3.0,0.0,0.0,6070.70019531
45.0,0.0,326.0,1675.0,0.0,3.0,0.0,0.0,6070.70019531
45.0,0.0,335.0,1674.0,0.0,3.0,0.0,0.0,6074.14990234
45.0,0.0,311.0,1673.0,0.0,3.0,0.0,0.0,6083.53027344
45.0,0.0,311.0,1673.0,0.0,3.0,0.0,0.0,6078.35986328
45.0,0.0,314.0,1665.0,1.0,4.0,0.0,0.0,6083.10009766
45.0,0.0,314.0,1665.0,0.0,3.0,0.0,0.0,6103.12011719
45.0,0.0,315.0,1673.0,0.0,3.0,0.0,0.0,6085.5
45.0,0.0,318.0,1668.0,0.0,3.0,0.0,0.0,6085.45019531
45.0,0.0,318.0,1668.0,0.0,3.0,0.0,0.0,6053.31982422
45.0,0.0,315.0,1667.0,0.0,3.0,0.0,0.0,6097.0703125
45.0,0.0,335.0,1665.0,0.0,3.0,0.0,0.0,6078.25
45.0,0.0,336.0,1662.0,0.0,3.0,0.0,0.0,6051.00976562
45.0,0.0,343.0,1660.0,0.0,4.0,0.0,0.0,6080.5703125
45.0,0.0,349.0,1662.0,0.0,3.0,0.0,0.0,6061.35986328
45.0,0.0,312.0,1663.0,0.0,3.0,0.0,0.0,6060.20996094
45.0,0.0,319.0,1663.0,0.0,4.0,0.0,0.0,6068.79003906
45.0,0.0,345.0,1661.0,0.0,3.0,2.5,0.0,6050.28027344
45.0,0.0,345.0,1661.0,0.0,3.0,2.5,0.0,6050.28027344
45.0,0.0,340.0,1661.0,0.0,4.0,2.5,0.0,6066.0
45.0,0.0,311.0,1666.0,0.0,4.0,0.0,0.0,6052.78027344
45.0,0.0,310.0,1659.0,0.0,3.0,0.0,0.0,6064.24023438
42.5,0.0,308.0,1665.0,0.0,4.0,0.0,0.0,6074.15039062
45.0,0.0,308.0,1661.0,0.0,4.0,0.0,0.0,6069.08984375
45.0,0.0,315.0,1669.0,0.0,3.0,0.0,0.0,6056.41015625
45.0,0.0,305.0,1666.0,0.0,3.0,0.0,0.0,6059.35009766
45.0,0.0,307.0,1666.0,0.0,3.0,0.0,0.0,6057.39990234
52.5,0.0,307.0,1666.0,0.0,3.0,0.0,0.0,6058.43994141
45.0,0.0,319.0,1669.0,0.0,3.0,0.0,0.0,6049.91992188
45.0,0.0,314.0,1666.0,0.0,3.0,2.5,0.0,6066.62011719
45.0,0.0,320.0,1669.0,0.0,4.0,0.0,0.0,6060.54003906
42.5,0.0,311.0,1665.0,0.0,4.0,2.5,0.0,6060.24023438
45.0,0.0,304.0,1664.0,0.0,4.0,0.0,1.0,6070.14990234
50.0,0.0,309.0,1664.0,0.0,3.0,0.0,0.0,6056.85009766
47.5,0.0,295.0,1662.0,0.0,3.0,0.0,0.0,6071.87988281
47.5,0.0,295.0,1662.0,0.0,3.0,0.0,0.0,6071.87988281
45.0,0.0,295.0,1662.0,0.0,4.0,0.0,0.0,6057.97998047
45.0,0.0,301.0,1666.0,0.0,4.0,0.0,0.0,6045.33984375
45.0,0.0,303.0,1663.0,0.0,3.0,0.0,0.0,6062.8203125
47.5,0.0,308.0,1668.0,0.0,3.0,0.0,0.0,6045.87988281
45.0,0.0,309.0,1668.0,0.0,3.0,0.0,0.0,6061.5703125
45.0,0.0,309.0,1664.0,0.0,3.0,0.0,0.0,6063.1796875
47.5,0.0,313.0,1664.0,0.0,4.0,0.0,0.0,6064.16992188
45.0,0.0,305.0,1666.0,0.0,4.0,0.0,0.0,6065.0
47.5,0.0,334.0,1663.0,0.0,3.0,0.0,0.0,6041.79003906
45.0,0.0,330.0,1665.0,0.0,4.0,0.0,0.0,6033.21972656
42.5,0.0,338.0,1662.0,0.0,3.0,0.0,0.0,6044.27978516
42.5,0.0,342.0,1658.0,0.0,3.0,0.0,0.0,6034.87011719
45.0,0.0,310.0,1664.0,0.0,3.0,0.0,0.0,6040.58984375
45.0,0.0,310.0,1663.0,0.0,3.0,0.0,0.0,6042.62988281
45.0,0.0,313.0,1663.0,0.0,3.0,0.0,0.0,6045.29003906
50.0,0.0,343.0,1663.0,0.0,4.0,0.0,0.0,6031.78027344
50.0,0.0,343.0,1663.0,0.0,4.0,0.0,0.0,6031.78027344
50.0,0.0,343.0,1663.0,0.0,4.0,0.0,0.0,6031.78027344
45.0,0.0,338.0,1660.0,0.0,4.0,2.5,0.0,6034.45996094
45.0,0.0,324.0,1666.0,0.0,4.0,2.5,0.0,6033.71972656
45.0,0.0,306.0,1661.0,0.0,4.0,2.5,0.0,6030.5
42.5,0.0,308.0,1665.0,0.0,4.0,0.0,1.0,6040.09960938
45.0,0.0,307.0,1663.0,0.0,4.0,0.0,0.0,6028.49023438
52.5,0.0,341.0,1665.0,0.0,4.0,2.5,0.0,6038.36035156
45.0,0.0,332.0,1664.0,0.0,3.0,2.5,0.0,6033.72998047
45.0,0.0,310.0,1664.0,0.0,3.0,2.5,0.0,6021.62988281
45.0,0.0,295.0,1664.0,0.0,4.0,0.0,0.0,6030.3203125
45.0,0.0,300.0,1661.0,0.0,3.0,2.5,0.0,6035.38964844
45.0,0.0,302.0,1659.0,0.0,3.0,2.5,0.0,6033.28027344
45.0,0.0,301.0,1665.0,0.0,5.0,0.0,0.0,6034.68994141
45.0,0.0,307.0,1661.0,0.0,4.0,0.0,0.0,6034.83007812
45.0,0.0,310.0,1657.0,0.0,4.0,0.0,0.0,6030.04980469
45.0,0.0,311.0,1662.0,0.0,4.0,0.0,0.0,6028.54003906
45.0,0.0,302.0,1662.0,0.0,3.0,0.0,0.0,6034.96972656
45.0,0.0,306.0,1658.0,0.0,4.0,0.0,0.0,6029.53027344
45.0,0.0,306.0,1658.0,0.0,4.0,0.0,0.0,6029.53027344
45.0,0.0,305.0,1658.0,0.0,4.0,0.0,0.0,6028.36035156
45.0,0.0,310.0,1656.0,0.0,3.0,0.0,0.0,6024.78027344
45.0,0.0,316.0,1657.0,0.0,4.0,0.0,0.0,6030.25
45.0,0.0,297.0,1651.0,0.0,4.0,0.0,0.0,6031.31982422
45.0,0.0,302.0,1654.0,0.0,4.0,0.0,0.0,6027.37011719
45.0,0.0,301.0,1649.0,0.0,3.0,0.0,0.0,5999.16992188
45.0,0.0,308.0,1652.0,0.0,4.0,0.0,0.0,6019.09960938
45.0,0.0,339.0,1652.0,0.0,3.0,0.0,0.0,6015.96972656
45.0,0.0,310.0,1651.0,0.0,3.0,0.0,0.0,6016.29980469
45.0,0.0,304.0,1651.0,0.0,3.0,0.0,0.0,6018.12988281
45.0,0.0,305.0,1655.0,0.0,3.0,0.0,0.0,6004.27001953
45.0,0.0,302.0,1653.0,0.0,3.0,0.0,0.0,6026.16992188
45.0,0.0,308.0,1648.0,0.0,3.0,0.0,0.0,6019.5
45.0,0.0,336.0,1648.0,0.0,3.0,0.0,0.0,6006.50976562
45.0,0.0,309.0,1654.0,0.0,3.0,0.0,0.0,6001.46972656
42.5,0.0,304.0,1651.0,0.0,4.0,0.0,0.0,5985.91992188
42.5,0.0,304.0,1651.0,0.0,4.0,0.0,0.0,5985.91992188
42.5,0.0,304.0,1651.0,0.0,4.0,0.0,0.0,5985.91992188
42.5,0.0,308.0,1644.0,0.0,4.0,0.0,0.0,5994.49023438
45.0,0.0,307.0,1640.0,0.0,4.0,0.0,0.0,5990.29980469
45.0,0.0,310.0,1643.0,0.0,4.0,0.0,0.0,5976.6796875
42.5,0.0,316.0,1642.0,0.0,3.0,2.5,0.0,5989.87988281
42.5,0.0,307.0,1641.0,0.0,3.0,0.0,0.0,5997.14990234
45.0,0.0,302.0,1641.0,0.0,3.0,0.0,0.0,5991.91015625
45.0,0.0,304.0,1641.0,0.0,3.0,0.0,0.0,6000.12011719
45.0,0.0,305.0,1642.0,0.0,4.0,0.0,0.0,5988.87988281
45.0,0.0,309.0,1635.0,0.0,3.0,0.0,0.0,5990.56005859
45.0,0.0,307.0,1644.0,0.0,3.0,0.0,0.0,6004.96972656
42.5,0.0,296.0,1642.0,0.0,3.0,0.0,0.0,5977.89013672
45.0,0.0,333.0,1653.0,0.0,3.0,0.0,0.0,6011.10009766
42.5,0.0,341.0,1650.0,0.0,3.0,0.0,0.0,6015.08984375
42.5,0.0,427.0,1650.0,0.0,4.0,0.0,1.0,6150.44042969
45.0,0.0,411.0,1659.0,0.0,4.0,0.0,0.0,6097.95019531
45.0,0.0,411.0,1659.0,0.0,4.0,0.0,0.0,6097.95019531
45.0,0.0,411.0,1659.0,0.0,4.0,0.0,0.0,6097.95019531
45.0,0.0,327.0,1657.0,0.0,3.0,0.0,0.0,6011.50976562
45.0,0.0,306.0,1656.0,0.0,3.0,0.0,0.0,5981.62011719
42.5,0.0,341.0,1659.0,0.0,3.0,0.0,0.0,6000.87988281
45.0,0.0,346.0,1659.0,0.0,3.0,0.0,0.0,6004.83007812
45.0,0.0,346.0,1657.0,0.0,3.0,2.5,0.0,6028.66992188
45.0,0.0,348.0,1657.0,0.0,3.0,2.5,0.0,6030.10986328
45.0,0.0,314.0,1657.0,0.0,3.0,2.5,0.0,6006.95019531
45.0,0.0,306.0,1656.0,0.0,4.0,0.0,0.0,6029.29003906
45.0,0.0,312.0,1656.0,0.0,4.0,2.5,0.0,6033.39990234
45.0,0.0,343.0,1652.0,0.0,4.0,0.0,0.0,6019.20019531
45.0,0.0,346.0,1654.0,0.0,4.0,0.0,0.0,6050.53027344
45.0,0.0,350.0,1652.0,0.0,3.0,0.0,0.0,6027.02001953
47.5,0.0,315.0,1648.0,0.0,3.0,0.0,0.0,6024.08007812
45.0,0.0,298.0,1649.0,0.0,3.0,2.5,0.0,6014.27001953
45.0,0.0,294.0,1649.0,0.0,3.0,2.5,0.0,6015.6796875
45.0,0.0,314.0,1653.0,0.0,3.0,2.5,0.0,6014.59960938
45.0,0.0,314.0,1653.0,0.0,3.0,2.5,0.0,6014.59960938
45.0,0.0,314.0,1653.0,0.0,3.0,2.5,0.0,6014.59960938
45.0,0.0,303.0,1650.0,0.0,3.0,2.5,0.0,6026.06005859
45.0,0.0,297.0,1652.0,0.0,3.0,2.5,0.0,6017.20996094
45.0,0.0,297.0,1649.0,0.0,3.0,2.5,0.0,5997.58007812
47.5,0.0,306.0,1650.0,0.0,3.0,2.5,0.0,6024.87988281
45.0,0.0,291.0,1652.0,0.0,4.0,0.0,0.0,6010.06005859
45.0,0.0,296.0,1647.0,0.0,3.0,0.0,0.0,6021.02001953
45.0,0.0,298.0,1647.0,0.0,4.0,0.0,0.0,6005.86035156
45.0,0.0,304.0,1650.0,0.0,3.0,0.0,0.0,6005.04003906
45.0,0.0,305.0,1647.0,0.0,4.0,0.0,0.0,6007.08984375
45.0,0.0,304.0,1650.0,0.0,3.0,0.0,1.0,6011.36035156
45.0,0.0,312.0,1650.0,0.0,3.0,0.0,0.0,6012.18994141
45.0,0.0,296.0,1651.0,0.0,3.0,0.0,0.0,6011.18017578
45.0,0.0,297.0,1646.0,0.0,3.0,0.0,0.0,6013.95996094
45.0,0.0,307.0,1646.0,0.0,4.0,0.0,0.0,6018.52001953
45.0,0.0,309.0,1650.0,0.0,3.0,0.0,0.0,6015.12988281
45.0,0.0,346.0,1644.0,0.0,3.0,0.0,0.0,6012.20996094
45.0,0.0,346.0,1644.0,0.0,3.0,0.0,0.0,6012.20996094
45.0,0.0,346.0,1644.0,0.0,3.0,0.0,0.0,6012.20996094
45.0,0.0,348.0,1647.0,0.0,3.0,0.0,0.0,6012.20996094
45.0,0.0,310.0,1653.0,0.0,3.0,0.0,0.0,6022.68994141
45.0,0.0,314.0,1652.0,0.0,3.0,0.0,0.0,6012.62988281
45.0,0.0,309.0,1654.0,0.0,3.0,0.0,0.0,6010.87011719
45.0,0.0,307.0,1646.0,0.0,3.0,0.0,0.0,6009.96972656
45.0,0.0,335.0,1651.0,0.0,4.0,0.0,0.0,6012.65039062
45.0,0.0,302.0,1651.0,0.0,4.0,0.0,0.0,6008.5
45.0,0.0,307.0,1653.0,0.0,3.0,0.0,0.0,6013.83984375
45.0,0.0,304.0,1646.0,0.0,3.0,0.0,0.0,6016.35986328
45.0,0.0,309.0,1651.0,0.0,3.0,0.0,0.0,6019.53027344
45.0,0.0,334.0,1650.0,0.0,3.0,0.0,0.0,6012.06005859
45.0,0.0,323.0,1647.0,0.0,4.0,0.0,0.0,6017.8203125
45.0,0.0,316.0,1645.0,0.0,3.0,2.5,0.0,5983.88964844
45.0,0.0,305.0,1654.0,0.0,4.0,0.0,0.0,6019.20019531
45.0,0.0,302.0,1654.0,0.0,4.0,0.0,0.0,6024.63964844
45.0,0.0,306.0,1644.0,0.0,4.0,0.0,0.0,6007.70019531
45.0,0.0,306.0,1644.0,0.0,4.0,0.0,0.0,6007.70019531
45.0,0.0,306.0,1644.0,0.0,4.0,0.0,0.0,6007.70019531
45.0,0.0,291.0,1647.0,0.0,4.0,0.0,0.0,6015.41992188
45.0,0.0,299.0,1646.0,0.0,3.0,0.0,0.0,6023.85009766
45.0,0.0,300.0,1648.0,0.0,4.0,0.0,0.0,6013.08984375
47.5,0.0,305.0,1650.0,0.0,3.0,0.0,0.0,6017.12988281
45.0,0.0,308.0,1648.0,0.0,3.0,0.0,0.0,6018.95019531
45.0,0.0,309.0,1648.0,0.0,3.0,0.0,0.0,6027.31005859
45.0,0.0,319.0,1655.0,0.0,3.0,0.0,0.0,6025.40039062
42.5,0.0,318.0,1649.0,0.0,3.0,0.0,0.0,6024.79980469
45.0,0.0,306.0,1656.0,0.0,3.0,0.0,0.0,6039.58984375
47.5,0.0,337.0,1655.0,0.0,3.0,0.0,0.0,6031.77001953
